ticker,source,text,published_at,trading_day
DVN,gdelt,Devon to Buy WPX After Permian Investors Push for More M A,20200929T131500Z,2020-09-29
COP,gdelt,"ConocoPhillips posts worse loss than feared on oil price plunge , shares fall",20200730T143000Z,2020-07-30
HAL,gdelt,Halliburton launches new tech lab to speed development of clean energy,20200730T144500Z,2020-07-30
HAL,gdelt,Halliburton launches new tech lab to speed development of clean energy,20200730T191500Z,2020-07-31
XOM,gdelt,Exxon to buy renewable diesel from Global Clean Energy for five years,20200811T164500Z,2020-08-12
CVX,gdelt,Are energy stocks back in play after MKM recommends Chevron ?,20200924T220000Z,2020-09-25
COP,gdelt,ConocoPhillips to reverse most output cuts by end of third quarter,20200730T203000Z,2020-07-31
SLB,gdelt,Schlumberger Marcellus Drilling News,20200902T191500Z,2020-09-03
CVX,gdelt,Chevron buys Noble for billion New Orleans CityBusiness,20200720T183000Z,2020-07-21
CVX,gdelt,"Stirring in oil patch , Chevron buys Noble for billion - News - The Daily Herald",20200720T224500Z,2020-07-21
CVX,gdelt,Chevron Posts Worst Loss in Decades With More Pain to Come,20200731T120000Z,2020-07-31
XOM,gdelt,Exxon May Finally Book Major Writedowns,20200703T170000Z,2020-07-04
XOM,gdelt,Exxon boss drills deeper into strategic hole,20200731T151500Z,2020-07-31
COP,gdelt,"NRGU , ConocoPhillips NYSE COP - Oil Volatility Continues To Drive Demand In 3X US Oil Exchange Traded Products",20201210T210000Z,2020-12-11
CVX,gdelt,"Apache Corporation NYSE APA , Chevron Corporation NYSE CVX - Halftime Report Traders Weigh In On Energy Stocks",20201221T224500Z,2020-12-22
HAL,gdelt,"Apache Corporation NYSE APA , Chevron Corporation NYSE CVX - Halftime Report Traders Weigh In On Energy Stocks",20201221T224500Z,2020-12-22
PXD,gdelt,Shale oil M A accelerates with Pioneer strike to buy out Parsley,20201021T131500Z,2020-10-21
HAL,gdelt,Shale oil M A accelerates with Pioneer strike to buy out Parsley,20201021T131500Z,2020-10-21
PXD,gdelt,Pioneer Natural Resources to acquire Parsley Energy in . 5 billion all - stock deal,20201021T130000Z,2020-10-21
PXD,gdelt,"U . S . shale mergers accelerate , as Pioneer - Parsley deal joins roster",20201021T110000Z,2020-10-21
HAL,gdelt,"U . S . shale mergers accelerate , as Pioneer - Parsley deal joins roster",20201021T110000Z,2020-10-21
PXD,gdelt,Pioneer Natural Buys Parsley Energy for . 5 Billion,20201021T150000Z,2020-10-21
XOM,gdelt,Is Exxon Dividend Too High To Justify ?,20201201T134500Z,2020-12-01
PXD,gdelt,Shale oil M A accelerates with Pioneer move to buy Parsley,20201021T161500Z,2020-10-22
HAL,gdelt,Shale oil M A accelerates with Pioneer move to buy Parsley,20201021T161500Z,2020-10-22
PXD,gdelt,Pioneer Natural to buy shale rival Parsley for . 5 billion in all - stock deal,20201021T023000Z,2020-10-21
HAL,gdelt,Pioneer Natural to buy shale rival Parsley for . 5 billion in all - stock deal,20201021T023000Z,2020-10-21
PXD,gdelt,Pioneer Natural Resources to acquire Parsley Energy in . 5 billion all - stock deal,20201021T163000Z,2020-10-22
HAL,gdelt,U . S . shale mergers reshuffle the oil production landscape,20201021T150000Z,2020-10-21
COP,gdelt,"After Conoco Huge Purchase , Are 2 Top Permian Stocks Also Takeover Targets ?",20201021T131500Z,2020-10-21
HAL,gdelt,Shale firms ramping up natural gas output despite shaky market,20201130T174500Z,2020-12-01
COP,gdelt,What a deal for rival Concho could mean for ConocoPhillips,20201015T164500Z,2020-10-16
COP,gdelt,"ConocoPhillips NYSE COP , Concho Resources Inc . NYSE CXO - Concho Resources Rallies On Report Of M A Interest From ConocoPhillips",20201014T153000Z,2020-10-14
COP,gdelt,ConocoPhillips plans to lay off 500 Houston workers after Concho acquisition,20201202T143000Z,2020-12-02
COP,gdelt,"On the road to a deal , Conoco and Oxy ended up in different places",20201030T120000Z,2020-10-30
OXY,gdelt,"On the road to a deal , Conoco and Oxy ended up in different places",20201030T120000Z,2020-10-30
OXY,gdelt,"Occidental Petroleum Corporation NYSE OXY , Canadian Natural Resources Limited NYSE CNQ - UBS Downgrades Occidental Petroleum , Recommends 3 Other Oil Stocks",20201201T211500Z,2020-12-02
CVX,gdelt,"Cracker Barrel Old Country Store , Inc . NASDAQ CBRL , Chevron Corporation NYSE CVX - Cramer Gives His Opinion On Wingstop , Cracker Barrel And More",20201013T160000Z,2020-10-14
HAL,gdelt,"Despite downturn , US shale operators finding new growth opportunities , says GlobalData",20201125T120000Z,2020-11-25
HAL,gdelt,The US shale industry top priority win back Wall Street - Houston Business Journal,20201027T123000Z,2020-10-27
COP,gdelt,Conoco in Talks to Buy Concho,20201014T101500Z,2020-10-14
COP,gdelt,Conoco Closing in on Concho in Year Biggest Oil Deal,20201017T153000Z,2020-10-17
COP,gdelt,Conoco said to be in talks to buy Concho Resources in big shale bet,20201014T123000Z,2020-10-14
HAL,gdelt,Conoco said to be in talks to buy Concho Resources in big shale bet,20201014T123000Z,2020-10-14
COP,gdelt,ConocoPhillips in talks to buy Concho Resources in big shale bet,20201014T131500Z,2020-10-14
HAL,gdelt,ConocoPhillips in talks to buy Concho Resources in big shale bet,20201014T131500Z,2020-10-14
COP,gdelt,ConocoPhillips in talks to buy Concho Resources in big shale bet,20201014T164500Z,2020-10-15
HAL,gdelt,ConocoPhillips in talks to buy Concho Resources in big shale bet,20201014T164500Z,2020-10-15
XOM,gdelt,Exxon Just Took a Record Writedown Could These Oil Stocks Be Next ?,20201205T150000Z,2020-12-05
OXY,gdelt,Occidental Petroleum stock falls as UBS analyst turns bearish after record monthly gain,20201201T210000Z,2020-12-02
COP,gdelt,What a deal for rival Concho could mean for ConocoPhillips,20201015T130000Z,2020-10-15
COP,gdelt,What a deal for Concho could mean for ConocoPhillips,20201015T093000Z,2020-10-15
XOM,gdelt,"Outlook on the Shale Oil Global Market to 2025 - Featuring Exxon Mobil , Chevron and Royal Dutch Shell Among Others - ResearchAndMarkets . com",20201109T150000Z,2020-11-09
CVX,gdelt,"Outlook on the Shale Oil Global Market to 2025 - Featuring Exxon Mobil , Chevron and Royal Dutch Shell Among Others - ResearchAndMarkets . com",20201109T150000Z,2020-11-09
HAL,gdelt,"Outlook on the Shale Oil Global Market to 2025 - Featuring Exxon Mobil , Chevron and Royal Dutch Shell Among Others - ResearchAndMarkets . com",20201109T150000Z,2020-11-09
HAL,gdelt,Cut - price deals show shale rapid decline from debt - fueled boom - Midland Reporter - Telegram,20201024T084500Z,2020-10-24
HAL,gdelt,OPINION Slim pickings for future shale M A deals with leading players off the menu,20201022T140000Z,2020-10-22
COP,gdelt,ConocoPhillips in acquisition talks with shale rival Concho Resources,20201014T160000Z,2020-10-15
HAL,gdelt,ConocoPhillips in acquisition talks with shale rival Concho Resources,20201014T160000Z,2020-10-15
XOM,gdelt,The Case for an Exxon - Chevron Merger - MarketWatch,20201013T153000Z,2020-10-13
CVX,gdelt,The Case for an Exxon - Chevron Merger - MarketWatch,20201013T153000Z,2020-10-13
XOM,gdelt,"Exxon and Chevron Should Merge , Analyst Argues",20201012T160000Z,2020-10-13
CVX,gdelt,"Exxon and Chevron Should Merge , Analyst Argues",20201012T160000Z,2020-10-13
COP,gdelt,ConocoPhillips in talks to buy Concho Resources,20201014T160000Z,2020-10-15
HAL,gdelt,"Global Oil Shale Market 2020 Industry Outlook , Key Players , Segmentation Analysis , Business Growth and Forecast to 2025",20201130T201500Z,2020-12-01
HAL,gdelt,Consolidation could be boost for shale sector,20201015T064500Z,2020-10-15
XOM,gdelt,"D . E . Shaw Is Said to Push Exxon Mobil to Cut Spending , Costs",20201209T214500Z,2020-12-10
COP,gdelt,ConocoPhillips in Talks to Buy Concho Resources in Big Shale Bet,20201014T164500Z,2020-10-15
HAL,gdelt,ConocoPhillips in Talks to Buy Concho Resources in Big Shale Bet,20201014T164500Z,2020-10-15
COP,gdelt,ConocoPhillips And Concho A Timely Acquisition But Shareholders Are Not Impressed NYSE COP,20201022T134500Z,2020-10-22
XOM,gdelt,XOM Facing Historic Writedown and More,20201205T063000Z,2020-12-05
XOM,gdelt,"Occidental , ExxonMobil , Noble Energy Your Daily Energy News",20201002T091500Z,2020-10-02
OXY,gdelt,"Occidental , ExxonMobil , Noble Energy Your Daily Energy News",20201002T091500Z,2020-10-02
COP,gdelt,ConocoPhillips in Talks to Buy Concho Resources in Big Shale Bet,20201014T113000Z,2020-10-14
HAL,gdelt,ConocoPhillips in Talks to Buy Concho Resources in Big Shale Bet,20201014T113000Z,2020-10-14
XOM,gdelt,"Why ExxonMobil , ConocoPhillips , and Phillips 66 All Jumped More Than 5 Today",20201123T213000Z,2020-11-24
COP,gdelt,"Why ExxonMobil , ConocoPhillips , and Phillips 66 All Jumped More Than 5 Today",20201123T213000Z,2020-11-24
HAL,gdelt,ChartWatch Big fish eating smaller fish in US shale oil as low prices linger,20201022T083000Z,2020-10-22
CVX,gdelt,New U . S . license gives Chevron until June 3 to wind down Venezuela operations,20201214T094500Z,2020-12-14
PXD,gdelt,Pioneer Natural Resources laying off 100 workers after Parsley acquisition,20201222T180000Z,2020-12-23
XOM,gdelt,Exxon Investors Agitate for Changes,20201210T191500Z,2020-12-11
CVX,gdelt,New U . S . license gives Chevron until June 3 to wind down Venezuela operations,20201118T174500Z,2020-11-19
CVX,gdelt,New U . S . license gives Chevron until June 3 to wind down Venezuela operations,20201206T093000Z,2020-12-06
PXD,gdelt,Pioneer Natural Resources to lay off 100 Midland workers after Parsley Energy acquisition,20201222T150000Z,2020-12-22
CVX,gdelt,Chevron Makes Investor Promise and More,20201212T144500Z,2020-12-12
XOM,gdelt,Wall Street Is Warming Up to Exxon Mobil Stock,20201216T183000Z,2020-12-17
XOM,gdelt,Exxon is in crisis . Angry shareholders are rebelling,20201215T211500Z,2020-12-16
XOM,gdelt,"Exxon Mobil Begins Defense of Itself , and a Big Oil Future , as Activists Circle",20201214T224500Z,2020-12-15
COP,gdelt,Rumored ConocoPhillips Deal For Concho Signals The Shale Consolidation Wave Is Fully Underway,20201018T143000Z,2020-10-18
HAL,gdelt,Rumored ConocoPhillips Deal For Concho Signals The Shale Consolidation Wave Is Fully Underway,20201018T143000Z,2020-10-18
XOM,gdelt,Investor calls on Exxon to cut spending,20201210T181500Z,2020-12-11
CVX,gdelt,New U . S . license gives Chevron until June 3 to wind down Venezuela operations,20201202T001500Z,2020-12-02
XOM,gdelt,Oil Giant Exxon Mobil Pushes New Climate Change Plan as Activist Investors Circle,20201215T044500Z,2020-12-15
CVX,gdelt,U . S . Treasury Department gives Chevron new license to wind down Venezuela activities by June 3,20201118T120000Z,2020-11-18
CVX,gdelt,Chevron laying off about 570 Noble Energy employees after acquisition,20201029T141500Z,2020-10-29
XOM,gdelt,"Exxon Mobil , under pressure on climate , aims to cut emissions intensity by 2025",20201214T211500Z,2020-12-15
COP,gdelt,ConocoPhillips About To Get Bigger And Stronger NYSE COP,20201127T234500Z,2020-11-28
CVX,gdelt,Noble Energy shareholders approve . 2 billion sale to Chevron,20201002T161500Z,2020-10-03
HAL,gdelt,US Shale Operators Looking for Signs of Optimism Despite Year of Bankruptcies Job Losses,20201127T103000Z,2020-11-27
XOM,gdelt,"Exxon Mobil takes record writedown on natural gas assets , dramatically cuts its long - term spending",20201130T233000Z,2020-12-01
XOM,gdelt,"The Dow Is Rising and Exxon Stock Climbs as Oil Gains . Vaccines , Stimulus Hold Sway .",20201215T144500Z,2020-12-15
XOM,gdelt,"The Dow Is Rising and Exxon Stock Climbs as Oil Gains . Vaccines , Stimulus Hold Sway .",20201215T171500Z,2020-12-16
COP,gdelt,Conoco agrees to . 7 billion Concho Resources purchase,20201019T121500Z,2020-10-19
XOM,gdelt,"Exxon Could Outperform Chevron in 2021 , Analyst Predicts",20201215T204500Z,2020-12-16
CVX,gdelt,"Exxon Could Outperform Chevron in 2021 , Analyst Predicts",20201215T204500Z,2020-12-16
SLB,gdelt,"Norway labour union agrees wage deal , averting strike at Schlumberger",20201207T020000Z,2020-12-07
COP,gdelt,"Shale Gas Market 2021 - 2025 Featuring BP PLC , China Petrochemical Corp ., and ConocoPhillips Among Others Technavio - Press Release",20201229T164500Z,2020-12-30
HAL,gdelt,"Shale Gas Market 2021 - 2025 Featuring BP PLC , China Petrochemical Corp ., and ConocoPhillips Among Others Technavio - Press Release",20201229T164500Z,2020-12-30
CVX,gdelt,The Dividend Looks Safe for CVX Stock Through 2021,20201216T123000Z,2020-12-16
SLB,gdelt,"Norway labour union agrees wage deal , averting strike at Schlumberger",20201203T033000Z,2020-12-03
XOM,gdelt,Chevron passes Exxon as largest U . S . oil company,20201012T174500Z,2020-10-13
CVX,gdelt,Chevron passes Exxon as largest U . S . oil company,20201012T174500Z,2020-10-13
CVX,gdelt,Noble Energy shareholders approve . 1 billion sale to Chevron,20201002T233000Z,2020-10-03
CVX,gdelt,"Chevron Corporation NYSE CVX , Occidental Petroleum Corporation NYSE OXY - Why BofA Projects Continued Recovery In Oil Prices",20201207T174500Z,2020-12-08
OXY,gdelt,"Chevron Corporation NYSE CVX , Occidental Petroleum Corporation NYSE OXY - Why BofA Projects Continued Recovery In Oil Prices",20201207T174500Z,2020-12-08
XOM,gdelt,"Shale as a Theme in Oil and Gas Market to Watch Spotlight on Exxon Mobil , Chevron , Schlumberger , Halliburton - Press Release",20210305T223000Z,2021-03-06
CVX,gdelt,"Shale as a Theme in Oil and Gas Market to Watch Spotlight on Exxon Mobil , Chevron , Schlumberger , Halliburton - Press Release",20210305T223000Z,2021-03-06
SLB,gdelt,"Shale as a Theme in Oil and Gas Market to Watch Spotlight on Exxon Mobil , Chevron , Schlumberger , Halliburton - Press Release",20210305T223000Z,2021-03-06
HAL,gdelt,"Shale as a Theme in Oil and Gas Market to Watch Spotlight on Exxon Mobil , Chevron , Schlumberger , Halliburton - Press Release",20210305T223000Z,2021-03-06
XOM,gdelt,"Exxon , Chevron take a slow walk on the path to US shale recovery",20210329T080000Z,2021-03-29
CVX,gdelt,"Exxon , Chevron take a slow walk on the path to US shale recovery",20210329T080000Z,2021-03-29
HAL,gdelt,"Exxon , Chevron take a slow walk on the path to US shale recovery",20210329T080000Z,2021-03-29
XOM,gdelt,"Exxon , Chevron take a slow walk on the path to U . S . shale recovery",20210329T083000Z,2021-03-29
CVX,gdelt,"Exxon , Chevron take a slow walk on the path to U . S . shale recovery",20210329T083000Z,2021-03-29
HAL,gdelt,"Exxon , Chevron take a slow walk on the path to U . S . shale recovery",20210329T083000Z,2021-03-29
XOM,gdelt,"Exxon , Chevron take a slow walk on the path to U . S . shale recovery",20210329T180000Z,2021-03-30
CVX,gdelt,"Exxon , Chevron take a slow walk on the path to U . S . shale recovery",20210329T180000Z,2021-03-30
HAL,gdelt,"Exxon , Chevron take a slow walk on the path to U . S . shale recovery",20210329T180000Z,2021-03-30
XOM,gdelt,"Exxon , Chevron take a slow walk on the path to U . S . shale recovery Hellenic Shipping News Worldwide",20210330T153000Z,2021-03-30
CVX,gdelt,"Exxon , Chevron take a slow walk on the path to U . S . shale recovery Hellenic Shipping News Worldwide",20210330T153000Z,2021-03-30
HAL,gdelt,"Exxon , Chevron take a slow walk on the path to U . S . shale recovery Hellenic Shipping News Worldwide",20210330T153000Z,2021-03-30
XOM,gdelt,"Enhanced Oil Recovery Market Next Big Thing Major Giants Halliburton , Schlumberger , Baker Hughes , BP , Exxon Mobil",20210322T161500Z,2021-03-23
SLB,gdelt,"Enhanced Oil Recovery Market Next Big Thing Major Giants Halliburton , Schlumberger , Baker Hughes , BP , Exxon Mobil",20210322T161500Z,2021-03-23
HAL,gdelt,"Enhanced Oil Recovery Market Next Big Thing Major Giants Halliburton , Schlumberger , Baker Hughes , BP , Exxon Mobil",20210322T161500Z,2021-03-23
HAL,gdelt,Worldwide Shale Oil Industry to 2026 - North America to Dominate the Market - ResearchAndMarkets . com,20210322T124500Z,2021-03-22
MPC,gdelt,"Energy sector ETF sees unanimous rally to 1 - year high , led by Marathon Petroleum , as oil prices surges",20210222T181500Z,2021-02-23
HAL,gdelt,Worldwide Shale Oil Industry to 2026 - North America to Dominate the Market,20210323T013000Z,2021-03-23
HAL,gdelt,Worldwide Shale Oil Industry to 2026 - North America to Dominate the Market - ResearchAndMarkets . com - Press Release,20210322T123000Z,2021-03-22
CVX,gdelt,FACTBOX - Buffett ramps up oil bets with bln Chevron stake,20210218T184500Z,2021-02-19
HAL,gdelt,Shale as a Theme in Oil and Gas Market Analysis Forecast for Next 5 Years,20210305T221500Z,2021-03-06
XOM,gdelt,"Shale Oil Market May See a Big Move ConocoPhillips , Chevron , ExxonMobil , SM Energy",20210225T143000Z,2021-02-25
CVX,gdelt,"Shale Oil Market May See a Big Move ConocoPhillips , Chevron , ExxonMobil , SM Energy",20210225T143000Z,2021-02-25
COP,gdelt,"Shale Oil Market May See a Big Move ConocoPhillips , Chevron , ExxonMobil , SM Energy",20210225T143000Z,2021-02-25
HAL,gdelt,"Shale Oil Market May See a Big Move ConocoPhillips , Chevron , ExxonMobil , SM Energy",20210225T143000Z,2021-02-25
XOM,gdelt,"Shale Oil Market May See a Big Move ConocoPhillips , Chevron , ExxonMobil , SM Energy",20210225T164500Z,2021-02-26
CVX,gdelt,"Shale Oil Market May See a Big Move ConocoPhillips , Chevron , ExxonMobil , SM Energy",20210225T164500Z,2021-02-26
COP,gdelt,"Shale Oil Market May See a Big Move ConocoPhillips , Chevron , ExxonMobil , SM Energy",20210225T164500Z,2021-02-26
HAL,gdelt,"Shale Oil Market May See a Big Move ConocoPhillips , Chevron , ExxonMobil , SM Energy",20210225T164500Z,2021-02-26
COP,gdelt,ConocoPhillips closes Concho Resources acquisition - Houston Business Journal,20210119T200000Z,2021-01-20
SLB,gdelt,"Enhanced Oil Recovery Market May See Big Move Schlumberger , Baker Hughes , Royal Dutch Shell",20210304T151500Z,2021-03-04
PXD,gdelt,Pioneer CEO US crude output to remain relatively flat for years Hellenic Shipping News Worldwide,20210108T174500Z,2021-01-09
XOM,gdelt,"Shale Oil Market to Watch Spotlight on ExxonMobil , Chevron , ConocoPhillips , SM Energy - Press Release",20210118T200000Z,2021-01-19
CVX,gdelt,"Shale Oil Market to Watch Spotlight on ExxonMobil , Chevron , ConocoPhillips , SM Energy - Press Release",20210118T200000Z,2021-01-19
COP,gdelt,"Shale Oil Market to Watch Spotlight on ExxonMobil , Chevron , ConocoPhillips , SM Energy - Press Release",20210118T200000Z,2021-01-19
